Date,Category,BasePrice,Discount,Rating,CompetitorPrice,EffectivePrice,SalesVolume,DayOfWeek,Month,IsWeekend,PriceDiffvsCompetitor,PriceRatio
2024-03-04,Electronics,2402.3533428706633,10,3.760951760746917,289.5157979754939,2162.118008583597,5,0,3,0,-1872.6022106081032,7.468048457813725
2024-02-29,Home & Kitchen,1670.740768993276,15,3.660829361987882,141.36112435831336,1420.1296536442846,5,3,2,0,-1278.7685292859712,10.046111758736643
2024-01-21,Sports,2480.4079410217983,50,3.1334952688984314,112.76127098807802,1240.2039705108991,5,6,1,1,-1127.4426995228212,10.99849229831777
2024-02-02,Beauty,1899.9044958603165,0,3.7625701153719175,303.28626167513244,1899.9044958603165,5,4,2,0,-1596.618234185184,6.264393531598259
2024-03-16,Apparel,2356.4503375402,50,2.576241369631886,269.71572438554836,1178.2251687701,5,5,3,1,-908.5094443845517,4.368396286328015
2024-02-27,Sports,1801.7105347550134,10,2.829525933743648,110.2978574624877,1621.539481279512,5,1,2,0,-1511.2416238170244,14.701459471513285
2024-01-22,Beauty,1251.2110886237635,15,4.716473990422366,151.81527622147223,1063.529425330199,5,0,1,0,-911.7141491087268,7.0054177142140395
2024-03-29,Home & Kitchen,2874.468391879521,15,4.379199417578558,137.44804805730072,2443.2981330975927,5,4,3,0,-2305.850085040292,17.77615737459586
2024-02-18,Sports,1630.2247672633516,30,3.557171022647718,58.98322520807301,1141.157337084346,5,6,2,1,-1082.174111876273,19.347150534049742
2024-03-31,Beauty,1821.1922128435071,30,3.792875905709693,297.55670052491143,1274.834548990455,5,6,3,1,-977.2778484655436,4.284341595203721
2024-02-28,Electronics,673.1556036530266,50,3.4249972148999435,134.27216720982886,336.5778018265133,73,2,2,0,-202.30563461668442,2.5066833195634564
2024-02-11,Electronics,1882.5676064404204,50,4.351949667901681,273.22207937818285,941.2838032202102,5,6,2,1,-668.0617238420273,3.4451234884180924
2024-04-01,Apparel,1721.2488337065874,0,4.460467948080199,70.86008716579619,1721.2488337065874,5,0,4,0,-1650.3887465407913,24.29080886789292
2024-02-29,Beauty,566.7426178718695,20,4.408212975507897,176.62188913797982,453.3940942974956,22,3,2,0,-276.7722051595158,2.5670322999619652
2024-03-20,Electronics,192.867485599134,10,4.306529312086123,22.068608611659595,173.5807370392206,110,2,3,0,-151.512128427561,7.865504350261212
2024-01-15,Home & Kitchen,1819.0125693485916,30,3.0112608467319895,240.44504273348102,1273.308798544014,5,0,1,0,-1032.8637558105331,5.295633397422133
2024-03-02,Beauty,2294.621424010707,10,3.344924948101197,186.36959998265212,2065.1592816096363,5,5,3,1,-1878.7896816269842,11.080987896104665
2024-03-02,Home & Kitchen,1577.3530922021946,0,3.6746135874591874,199.54892712357704,1577.3530922021946,5,5,3,1,-1377.8041650786176,7.90459319896703
2024-02-16,Home & Kitchen,691.9162865791425,30,3.326982478569139,30.257660353622768,484.3414006053997,8,4,2,0,-454.08374025177693,16.00723238164742
2024-03-02,Electronics,2004.5681004287092,30,4.387350500395822,77.25630741154154,1403.1976703000964,5,5,3,1,-1325.941362888555,18.162888148734748
2024-02-20,Beauty,254.1155939296627,20,3.323383810624887,36.927607344306146,203.29247514373017,84,1,2,0,-166.36486779942402,5.505162391060675
2024-02-24,Sports,1333.8736088338344,10,2.845580216963343,100.22972316212447,1200.486247950451,5,5,2,1,-1100.2565247883265,11.97734773754318
2024-03-04,Electronics,502.64977381928423,10,3.49760113012076,200.09450726623453,452.3847964373558,5,0,3,0,-252.2902891711213,2.2608556457546234
2024-01-03,Electronics,565.6102674137518,10,4.949786081955951,182.0248653736257,509.04924067237664,18,2,1,0,-327.02437529875095,2.7965917712807977
2024-02-20,Beauty,618.8474382372378,20,3.0647035323339398,195.58419737595014,495.0779505897903,5,1,2,0,-299.49375321384014,2.5312778702573606
2024-01-07,Beauty,1169.320565276274,30,4.030396647358073,177.02912505647882,818.5243956933917,5,6,1,1,-641.4952706369129,4.623670796724846
2024-01-21,Home & Kitchen,167.68336377688692,0,3.5824326245992655,95.5434947243785,167.68336377688692,116,6,1,1,-72.13986905250842,1.755047418566965
2024-03-13,Beauty,1202.413421173358,10,2.6775614191233164,87.12971171660544,1082.1720790560223,5,2,3,0,-995.0423673394168,12.420241703264796
2024-02-08,Home & Kitchen,1542.446729637382,15,3.719691514995149,55.43260664329147,1311.0797201917746,5,3,2,0,-1255.6471135484833,23.651778250814825
2024-01-18,Electronics,1457.6334406244807,20,4.2554108216207815,265.47590809653013,1166.1067524995847,5,3,1,0,-900.6308444030545,4.392514412552926
2024-01-04,Apparel,1157.610539703076,5,3.7830499395695467,196.86141076966712,1099.7300127179221,5,3,1,0,-902.868601948255,5.586315816890261
2024-03-29,Sports,2519.852625091196,0,4.680265159366453,70.02074868869764,2519.852625091196,5,4,3,0,-2449.8318764024984,35.987227675815134
2024-02-29,Electronics,448.8001768752048,15,3.2223425416439566,67.27676704726565,381.48015034392404,11,3,2,0,-314.2033832966584,5.670310377368656
2024-01-14,Beauty,1524.5047801874014,10,2.7156229282599122,272.54550245021034,1372.0543021686613,5,6,1,1,-1099.508799718451,5.034221037712092
2024-01-09,Sports,200.19362961531456,5,4.841414029145016,234.1056048101792,190.1839481345488,155,1,1,0,43.92165667563037,0.8123852835080837
2024-03-30,Apparel,227.3997014505606,0,3.4454908738205474,209.52272857208456,227.3997014505606,116,5,3,1,-17.87697287847604,1.0853223561964334
2024-02-22,Apparel,1727.9895612861326,20,3.9410138786340836,135.02491172409344,1382.3916490289062,5,3,2,0,-1247.3667373048127,10.23804890058844
2024-01-02,Home & Kitchen,1704.5649982901455,5,4.480007815325489,92.28279146216268,1619.336748375638,5,1,1,0,-1527.0539569134753,17.547548385980395
2024-03-24,Sports,2635.930035840704,30,3.3107841596889513,303.937975118283,1845.1510250884926,5,6,3,1,-1541.2130499702096,6.070814363918883
2024-04-01,Home & Kitchen,1680.2529218453185,50,4.290411345444028,250.18567463172604,840.1264609226592,5,0,4,0,-589.9407862909331,3.3580118532339136
2024-02-29,Electronics,2879.976195908478,5,2.83854712454457,104.02487082520156,2735.977386113054,5,3,2,0,-2631.9525152878523,26.301185133990312
2024-03-11,Sports,160.35412247379037,50,3.228234368013763,265.0316149021559,80.17706123689518,210,0,3,0,184.85455366526074,0.30251885710500936
2024-02-13,Electronics,307.5529390705121,15,2.8617765903412997,238.88492484133104,261.4199982099353,107,1,2,0,-22.53507336860423,1.0943344306199823
2024-01-08,Home & Kitchen,146.53659678758845,0,4.528076396003394,102.63876221400952,146.53659678758845,158,0,1,0,-43.89783457357893,1.427692556171407
2024-02-16,Sports,568.051398245617,15,3.0566230880669636,140.83309200128372,482.8436885087744,5,4,2,0,-342.0105965074907,3.4284817697844283
2024-02-04,Home & Kitchen,1630.691281160909,15,4.293508888513026,69.85626639035286,1386.0875889867727,5,6,2,1,-1316.23132259642,19.84199357637286
2024-03-18,Sports,1942.0329615608725,10,4.8582459931141315,47.76047109154226,1747.8296654047854,5,0,3,0,-1700.069194313243,36.59573755155658
2024-03-21,Home & Kitchen,151.07169647677637,20,3.8194305226721923,228.21479968771055,120.8573571814211,166,3,3,0,107.35744250628946,0.5295772112360919
2024-02-05,Apparel,2838.723106189114,5,3.8500729806517193,93.91599791939065,2696.786950879658,5,0,2,0,-2602.8709529602675,28.714883626050018
2024-02-19,Home & Kitchen,2528.8636493013873,0,3.6525839202445303,256.9175128951448,2528.8636493013873,5,0,2,0,-2271.9461364062427,9.843095633319038
2024-01-04,Apparel,900.388259238923,30,3.314725358484107,308.7045698967557,630.271781467246,5,3,1,0,-321.5672115704903,2.041666508785524
2024-01-02,Home & Kitchen,245.40477772600687,20,3.6891375773122927,37.60284510924636,196.3238221808055,126,1,1,0,-158.72097707155916,5.220983189182417
2024-01-06,Sports,522.112913558886,20,4.007018830666898,154.54536189969158,417.69033084710884,41,5,1,1,-263.1449689474173,2.7027037609722173
2024-02-23,Sports,393.9290750585934,0,4.964978930426648,251.6084549966869,393.9290750585934,75,4,2,0,-142.3206200619065,1.5656432335065231
2024-01-04,Sports,383.00208120735635,20,4.844411398295561,247.7405144796639,306.4016649658851,97,3,1,0,-58.66115048622123,1.2367846478781592
2024-02-23,Beauty,1562.9066406672157,10,4.655382395732804,239.1991617076357,1406.6159766004942,5,4,2,0,-1167.4168148928584,5.880522183099241
2024-04-02,Electronics,748.8546158427998,20,4.722826339262146,117.95350591406373,599.0836926742398,5,1,4,0,-481.1301867601761,5.078981654947235
2024-03-03,Sports,1084.0470538394961,10,3.669622958230107,148.88671042709043,975.6423484555465,5,6,3,1,-826.7556380284561,6.552917622109174
2024-01-18,Apparel,2968.6734201522027,5,4.143610817943662,190.51566541573374,2820.239749144592,5,3,1,0,-2629.7240837288587,14.80319081893033
2024-03-30,Sports,2057.6780330421543,5,4.737666807340535,302.3124721541109,1954.7941313900465,5,5,3,1,-1652.4816592359357,6.466137891901279
2024-02-13,Beauty,2847.707291135299,15,3.4823769124783825,111.6264449268554,2420.551197465004,5,1,2,0,-2308.9247525381484,21.684388489224933
2024-02-03,Apparel,440.53131677385005,10,4.904406195863672,287.327446876473,396.47818509646504,39,5,2,1,-109.15073821999204,1.3798827414734165
2024-03-14,Beauty,1155.6863323752193,30,3.5394651551729575,94.46029086324576,808.9804326626535,5,3,3,0,-714.5201417994077,8.564238213429274
2024-03-02,Apparel,1670.8744327978275,5,4.002706663483039,306.7769673147429,1587.330711157936,5,5,3,1,-1280.5537438431932,5.174217364008909
2024-04-09,Home & Kitchen,244.12281473788298,20,4.27451178318093,212.72778761413957,195.29825179030638,122,1,4,0,17.42953582383319,0.9180664829013871
2024-01-14,Electronics,27.49951922945423,0,4.876480032689846,151.73588670577251,27.49951922945423,179,6,1,1,124.23636747631829,0.18123279750411253
2024-04-04,Electronics,2016.2464863837988,0,3.111540685130665,195.95017627876345,2016.2464863837988,5,3,4,0,-1820.2963101050354,10.289587509813913
2024-02-17,Beauty,1930.8312576522844,50,4.365327445596606,95.39669486686101,965.4156288261422,5,5,2,1,-870.0189339592812,10.120011287325104
2024-01-15,Electronics,1241.204597848841,10,3.8020389653602056,95.88128796588265,1117.084138063957,5,0,1,0,-1021.2028500980744,11.650700170626077
2024-03-12,Beauty,1476.5875669556174,30,3.1713928515516026,48.498590433830685,1033.6112968689322,5,1,3,0,-985.1127064351015,21.312192532258134
2024-03-18,Beauty,1255.0973567673875,15,4.4415170994909765,48.64483782309264,1066.8327532522794,5,0,3,0,-1018.1879154291868,21.93105786747702
2024-03-27,Beauty,86.65505886199324,20,3.8805557004346163,117.56316373332885,69.3240470895946,187,2,3,0,48.23911664373425,0.5896749023090591
2024-03-02,Electronics,1016.0842445591253,10,4.152434551624189,240.04236597942963,914.4758201032128,5,5,3,1,-674.4334541237831,3.8096434201185074
2024-02-09,Beauty,543.5905323609102,50,3.3072526714447523,194.35149444145793,271.7952661804551,127,4,2,0,-77.44377173899716,1.3984727360165712
2024-03-25,Electronics,308.7962044675857,0,3.7031848795690125,45.26244529765114,308.7962044675857,39,0,3,0,-263.53375916993457,6.8223491337444475
2024-03-20,Beauty,2870.8104951597093,10,4.043385627470167,266.4097748678937,2583.7294456437385,5,2,3,0,-2317.3196707758448,9.698328249873521
2024-03-22,Sports,1804.0887792508643,20,3.51227703567461,192.4034499620696,1443.2710234006915,5,4,3,0,-1250.867573438622,7.501274138718499
2024-02-22,Beauty,2190.039008446259,30,2.9959313496192532,298.45239515151,1533.027305912381,5,3,2,0,-1234.574910760871,5.136589053454023
2024-01-24,Apparel,956.3607736493607,30,4.90410123078826,212.70471288630623,669.4525415545525,5,2,1,0,-456.74782866824626,3.147332903302357
2024-01-26,Beauty,1188.5441815396355,5,3.7786688501065435,66.6765847927334,1129.1169724626536,5,4,1,0,-1062.4403876699203,16.934235248739196
2024-03-29,Home & Kitchen,722.2181217817196,20,4.334800925719251,154.76609188080755,577.7744974253757,5,4,3,0,-423.0084055445681,3.733211134324864
2024-02-29,Beauty,304.44252783179286,50,3.5276179838901456,206.30679127642523,152.22126391589643,194,3,2,0,54.0855273605288,0.7378393264424292
2024-02-10,Apparel,549.4094377631276,5,3.387829410064291,23.33808680974342,521.9389658749711,5,5,2,1,-498.60087906522773,22.364256767485617
2024-01-29,Apparel,2395.5794252100104,5,3.5179107461678125,19.39852792566833,2275.8004539495096,5,0,1,0,-2256.401926023841,117.31820386938472
2024-01-15,Electronics,2037.4742284735707,5,3.5229916094641247,53.173885176577535,1935.6005170498922,5,0,1,0,-1882.4266318733146,36.40133705901372
2024-02-14,Sports,1647.5826948166487,10,3.8604502898548843,89.24100833841388,1482.8244253349837,5,2,2,0,-1393.58341699657,16.61595328138735
2024-03-05,Beauty,1433.1432705073028,50,3.858674674953408,141.71699143859928,716.5716352536514,5,1,3,0,-574.8546438150521,5.056356531278151
2024-03-29,Electronics,2768.4663367135313,0,3.742884539707179,158.79493975913758,2768.4663367135313,5,4,3,0,-2609.671396954394,17.434222657930917
2024-03-11,Sports,232.11381911932517,30,2.8369644622935954,55.718144636679554,162.4796733835276,136,0,3,0,-106.76152874684804,2.9160998529833737
2024-01-09,Beauty,852.5934275151792,10,3.7401886962513275,213.65051583917008,767.3340847636613,5,1,1,0,-553.6835689244912,3.591538647822822
2024-03-28,Home & Kitchen,1059.5644929085815,0,2.9227597510516286,190.86072820047778,1059.5644929085815,5,3,3,0,-868.7037647081038,5.55150607932098
2024-01-01,Beauty,2350.5410494551716,30,2.815339465739413,101.86690915814226,1645.37873461862,5,0,1,0,-1543.5118254604777,16.152239703908837
2024-01-08,Apparel,2977.6561411834846,50,4.831614293352919,19.029665613411144,1488.8280705917423,5,0,1,0,-1469.798404978331,78.23721660891886
2024-03-28,Apparel,733.4014865501019,50,4.012375032869261,37.90613502922077,366.70074327505097,48,3,3,0,-328.7946082458302,9.673915396343407
2024-03-03,Home & Kitchen,2624.8073923991856,20,4.14872514531146,130.54995877569763,2099.8459139193487,5,6,3,1,-1969.295955143651,16.084615679788655
2024-01-11,Electronics,2494.408939888897,30,3.5044841758334093,60.422433593876754,1746.0862579222278,5,3,1,0,-1685.663824328351,28.89797967520423
2024-03-21,Sports,685.6023319606734,30,4.77245222978716,126.1617838136514,479.9216323724713,5,3,3,0,-353.75984855881995,3.8040174913929934
2024-01-08,Beauty,1207.0077518946794,50,4.0948262239491635,200.31386833055475,603.5038759473397,5,0,1,0,-403.1900076167849,3.0127912808884862
2024-02-04,Apparel,1237.8735148381695,30,4.422924673808969,176.43504122438864,866.5114603867186,5,6,2,1,-690.0764191623299,4.911220891119335
2024-02-04,Electronics,2934.9886955517763,15,3.4214061725692844,83.1968855255313,2494.74039121901,5,6,2,1,-2411.5435056934784,29.98598295429495
2024-02-02,Home & Kitchen,554.9623256160115,20,4.900029702047814,116.42763492133196,443.96986049280923,33,4,2,0,-327.5422255714773,3.813268738068858
2024-01-05,Apparel,2400.4865437477742,10,4.551153225395788,196.13920354235194,2160.437889372997,5,4,1,0,-1964.298685830645,11.014819324003719
2024-02-10,Home & Kitchen,1012.5652518067332,10,4.6348711575363595,268.95223327281735,911.3087266260599,5,5,2,1,-642.3564933532425,3.3883664602318238
2024-01-28,Beauty,2196.647982141839,0,2.9304856685643856,237.1979644279688,2196.647982141839,5,6,1,1,-1959.45001771387,9.260821387904056
2024-01-07,Sports,1268.7328478225536,10,3.1774080196780488,178.2530079158574,1141.8595630402983,5,6,1,1,-963.6065551244409,6.405836156096182
2024-03-13,Apparel,1741.403892902872,5,3.2140664992089425,121.87643450336343,1654.3336982577284,5,2,3,0,-1532.457263754365,13.573860320077493
2024-03-12,Apparel,2500.3461433785014,30,3.177273058117178,122.6901268748326,1750.242300364951,5,1,3,0,-1627.5521734901183,14.2655513116433
2024-01-12,Beauty,2415.4342114768942,10,4.63852040526072,274.4281065279968,2173.8907903292047,5,4,1,0,-1899.462683801208,7.9215311355414215
2024-02-03,Electronics,2601.273202866005,0,2.5797119880214803,26.576854931961186,2601.273202866005,5,5,2,1,-2574.6963479340434,97.87739029036605
2024-02-02,Sports,192.95771615380718,0,2.6902499724519355,306.45488010397696,192.95771615380718,132,4,2,0,113.49716395016978,0.6296447819278931
2024-02-17,Apparel,2080.7709008236384,5,3.1847871765747593,210.99074620121087,1976.7323557824564,5,5,2,1,-1765.7416095812455,9.36881067711543
2024-01-23,Sports,432.8623195144622,0,2.9996824366236092,215.9356212263552,432.8623195144622,18,1,1,0,-216.92669828810696,2.004589687686187
2024-03-02,Apparel,1256.2184255349569,50,3.079649034707121,26.209362004898935,628.1092127674784,5,5,3,1,-601.8998507625795,23.965070673985696
2024-03-28,Sports,1652.536418938245,15,4.49485797313325,193.6311360929253,1404.6559560975084,5,3,3,0,-1211.024820004583,7.2542876339030595
2024-02-06,Home & Kitchen,1217.1773619692897,50,3.9078164847301173,158.00952772668185,608.5886809846448,5,1,2,0,-450.57915325796296,3.851594835707348
2024-04-08,Apparel,1566.0408522719774,30,2.51442665323242,46.20477753374976,1096.228596590384,5,0,4,0,-1050.0238190566342,23.725438257757137
2024-02-13,Sports,2989.631031763878,30,3.5733069142604883,96.98699317696092,2092.7417222347144,5,1,2,0,-1995.7547290577536,21.577550284668906
2024-03-26,Electronics,418.62368143287136,30,3.5197123171258973,277.6427645830271,293.03657700300994,126,1,3,0,-15.39381241998285,1.0554446734569214
2024-03-31,Home & Kitchen,2031.2362953292302,20,2.7848631736113587,177.2465826804561,1624.9890362633842,5,6,3,1,-1447.742453582928,9.167956931462813
2024-02-04,Home & Kitchen,1197.0628846610614,10,4.1903544715036425,136.95788967630307,1077.3565961949553,5,6,2,1,-940.3987065186523,7.866334672221248
2024-03-05,Electronics,412.0342497383764,15,4.255242970948728,36.44123597303923,350.22911227761995,46,1,3,0,-313.7878763045807,9.610791262314327
2024-04-08,Sports,488.829238672314,10,4.302233047630244,225.66585058368017,439.9463148050826,9,0,4,0,-214.2804642214024,1.949547588468394
2024-02-16,Beauty,2848.5802221431663,15,4.32117736389648,222.3409929018296,2421.2931888216913,5,4,2,0,-2198.952195919862,10.889998993081617
2024-03-18,Electronics,2640.61046768461,10,2.500132067330742,196.14286405690623,2376.549420916149,5,0,3,0,-2180.4065568592428,12.116420509831288
2024-01-03,Sports,2722.52025183884,5,4.884802009616806,165.5274806350915,2586.394239246898,5,2,1,0,-2420.8667586118063,15.62516525548198
2024-01-01,Electronics,2974.7253358447488,50,4.5355219176366575,142.96639865117493,1487.3626679223744,5,0,1,0,-1344.3962692711993,10.403582114084056
2024-01-05,Electronics,636.8214391754261,0,4.759954241473213,190.01497243145772,636.8214391754261,5,4,1,0,-446.8064667439684,3.351427685021719
2024-03-30,Apparel,1075.9864220317243,0,2.5391082382685854,83.85165825987998,1075.9864220317243,5,5,3,1,-992.1347637718443,12.832023174746745
2024-01-14,Sports,2012.618804325727,50,4.834646989464348,292.67142393240607,1006.3094021628635,5,6,1,1,-713.6379782304575,3.4383589236073684
2024-01-27,Beauty,1459.150581484032,5,4.524471321720261,188.69438610816772,1386.1930524098304,5,5,1,1,-1197.4986663016628,7.346233669162818
2024-01-09,Apparel,1263.8927571343256,15,4.593047857396746,106.80177108454107,1074.3088435641766,5,1,1,0,-967.5070724796356,10.058904760238349
2024-03-19,Electronics,1083.0665792667453,50,2.7332184618049213,147.6555560111214,541.5332896333726,5,1,3,0,-393.87773362225124,3.6675442784732355
2024-01-15,Electronics,1787.435186351205,20,4.346945072296494,252.67701271868324,1429.948149080964,5,0,1,0,-1177.2711363622807,5.659193662673976
2024-03-30,Electronics,1733.1463844906448,15,4.899791724105228,62.67673791543775,1473.174426817048,5,5,3,1,-1410.4976889016102,23.504325142202305
2024-02-11,Sports,496.9516346817566,0,4.1963683535454015,101.38650862577681,496.9516346817566,5,6,2,1,-395.5651260559798,4.9015558521305085
2024-03-17,Sports,1423.1434149925406,20,3.9264035115615163,215.45486670728386,1138.5147319940324,5,6,3,1,-923.0598652867486,5.284237712489522
2024-02-20,Apparel,1667.113251986402,10,4.864074194372492,108.06931591225604,1500.4019267877618,5,1,2,0,-1392.3326108755057,13.88369968036045
2024-03-03,Beauty,1717.3065121132006,20,3.6073428043360902,248.78799614913245,1373.8452096905605,5,6,3,1,-1125.0572135414282,5.522152318261482
2024-04-05,Apparel,642.1699708433702,15,3.998233915776197,53.48377871732144,545.8444752168646,5,4,4,0,-492.3606964995431,10.2057948841241
2024-02-21,Home & Kitchen,2230.680105873076,5,3.6908457337359155,239.9924202841095,2119.146100579422,5,2,2,0,-1879.1536802953126,8.83005429117603
2024-04-05,Electronics,90.21929804089285,10,4.832115553400747,35.16375588091704,81.19736823680357,198,4,4,0,-46.03361235588653,2.3091210310918022
2024-01-04,Electronics,1074.1730887963406,15,2.6902118169137683,18.714820736910962,913.0471254768895,5,3,1,0,-894.3323047399786,48.787382914980334
2024-04-03,Electronics,2343.9347558788663,10,3.7527992520633706,279.9759380554878,2109.5412802909796,5,2,4,0,-1829.5653422354917,7.534723501392088
2024-01-23,Apparel,1698.220369350376,20,4.2173811034635955,186.4950689950281,1358.5762954803008,5,1,1,0,-1172.0812264852727,7.284784004216862
2024-01-15,Apparel,794.5698610449178,0,4.479766346055593,118.78893464060938,794.5698610449178,5,0,1,0,-675.7809264043085,6.688921518227716
2024-02-12,Electronics,2089.4350612389976,15,3.957546618610341,83.61541790433587,1776.019802053148,5,0,2,0,-1692.4043841488121,21.240338762464674
2024-01-29,Apparel,1708.661968305879,5,4.7722943603036345,196.98130606194076,1623.228869890585,5,0,1,0,-1426.2475638286442,8.240522424905441
2024-02-05,Sports,2391.7871742273155,50,4.85497861720968,165.15564414333778,1195.8935871136578,5,0,2,0,-1030.73794297032,7.241009493298016
2024-01-13,Sports,2209.0501807766227,20,2.6607980579839587,307.52134378134565,1767.2401446212982,5,5,1,1,-1459.7188008399526,5.746723537595636
2024-02-01,Apparel,1836.1721472781605,15,3.505926348853436,305.048716062855,1560.7463251864365,5,3,2,0,-1255.6976091235815,5.1163838528166306
2024-03-11,Electronics,1472.2103608027799,5,2.558647554302886,202.33224701177483,1398.5998427626407,5,0,3,0,-1196.267595750866,6.9123921837394935
2024-02-28,Apparel,412.5486451175574,15,3.3235416434361076,145.6467993012377,350.6663483499238,38,2,2,0,-205.0195490486861,2.4076488466090433
2024-03-26,Apparel,795.0790583878705,20,3.842170544926505,159.88658589472533,636.0632467102964,5,1,3,0,-476.1766608155711,3.9782152026756123
2024-01-28,Apparel,1266.0119266574995,15,4.776987326274872,216.33132453987426,1076.1101376588747,5,6,1,1,-859.7788131190005,4.974361156192735
2024-03-06,Home & Kitchen,1803.9083717140702,10,4.616385806163507,44.9644905494375,1623.5175345426633,5,2,3,0,-1578.5530439932259,36.10665915935688
2024-02-11,Sports,1548.417947817685,20,2.8187493166799644,111.86386177416186,1238.734358254148,5,6,2,1,-1126.870496479986,11.073588365427492
2024-02-14,Beauty,875.2308099891954,15,2.732575936852239,37.20531109606314,743.9461884908161,5,2,2,0,-706.7408773947529,19.99569864017442
2024-03-02,Beauty,34.29610800228599,50,3.9731683468916676,36.64142405749127,17.148054001142995,259,5,3,1,19.493370056348276,0.46799638502688345
2024-02-26,Home & Kitchen,1496.2740773739297,0,3.8302949311469567,72.77257635879894,1496.2740773739297,5,0,2,0,-1423.5015010151308,20.560960628859405
2024-01-06,Apparel,867.5935758582956,15,3.1659441035750597,158.14971010500193,737.4545394795513,5,5,1,1,-579.3048293745494,4.663015436385724
2024-01-28,Home & Kitchen,2207.805777620947,10,4.748632711384587,246.50842474302286,1987.0251998588524,5,6,1,1,-1740.5167751158294,8.060678664148142
2024-01-28,Home & Kitchen,86.47960183239321,5,4.818416023653883,158.2212878939324,82.15562174077355,199,6,1,1,76.06566615315886,0.5192450575667709
2024-02-13,Electronics,1760.7110167477858,50,3.5065285958504067,113.96560011545658,880.3555083738929,5,1,2,0,-766.3899082584363,7.724747708800024
2024-03-24,Sports,2825.3005989556054,5,4.725756392783801,39.29413214934365,2684.035569007825,5,6,3,1,-2644.7414368584814,68.30626921105464
2024-01-30,Beauty,535.611662327826,50,3.4598722356574316,177.33717933902324,267.805831163913,137,1,1,0,-90.46865182488978,1.5101505062959015
2024-03-02,Apparel,1422.873729890527,5,4.3420420795742505,95.02423301253714,1351.7300433960006,5,5,3,1,-1256.7058103834634,14.22510869640651
2024-03-15,Beauty,287.89464557415744,0,3.68985554386931,196.40558248555848,287.89464557415744,97,4,3,0,-91.48906308859895,1.465817019713918
2024-04-01,Beauty,1882.6605081001376,10,2.8064578912679576,303.2703830440634,1694.394457290124,5,0,4,0,-1391.1240742460604,5.587075270201833
